floor,A,B,C,O,symbol,bid_size,bid_price,ask_size,ask_price
11:54:00.000000000,1.00,,,,SPXW__220302P04390000,12,26.20,11,26.90
11:55:00.000000000,1.00,,,,SPXW__220302P04390000,11,23.40,15,23.90
11:56:00.000000000,0.89,,,0.11,SPXW__220302P04390000,12,23.70,24,24.20
11:57:00.000000000,1.00,,,,SPXW__220302P04390000,6,23.30,6,23.90
11:58:00.000000000,1.00,,,,SPXW__220302P04390000,15,24.00,37,24.60
11:59:00.000000000,1.00,,,,SPXW__220302P04390000,11,23.00,14,23.40
12:00:00.000000000,1.00,,,,SPXW__220302P04390000,25,22.90,41,23.60
12:01:00.000000000,1.00,,,,SPXW__220302P04390000,32,22.00,32,22.60
12:02:00.000000000,0.92,,,0.08,SPXW__220302P04390000,20,20.40,37,20.90
12:03:00.000000000,0.99,,,0.01,SPXW__220302P04390000,5,20.10,6,20.40
12:04:00.000000000,1.00,,,,SPXW__220302P04390000,12,21.60,12,22.10
12:05:00.000000000,1.00,,,0.00,SPXW__220302P04390000,16,24.20,5,24.60
12:06:00.000000000,1.00,,,,SPXW__220302P04390000,4,21.70,4,22.80
12:07:00.000000000,0.99,0.01,,,SPXW__220302P04390000,18,22.20,37,22.90
12:08:00.000000000,0.99,,,0.01,SPXW__220302P04390000,5,20.50,10,20.70
12:09:00.000000000,0.97,,,0.03,SPXW__220302P04390000,23,20.20,6,20.60
12:10:00.000000000,0.93,0.07,,,SPXW__220302P04390000,7,19.60,1,20.10
12:11:00.000000000,0.96,,,0.04,SPXW__220302P04390000,5,18.70,6,19.20
12:12:00.000000000,0.98,,,0.02,SPXW__220302P04390000,12,19.10,27,19.60
12:13:00.000000000,1.00,,,0.00,SPXW__220302P04390000,18,18.60,19,19.10
12:14:00.000000000,1.00,,,,SPXW__220302P04390000,42,18.30,26,18.80
12:15:00.000000000,1.00,,,,SPXW__220302P04390000,27,17.90,6,18.30
12:16:00.000000000,0.97,,,0.03,SPXW__220302P04390000,12,17.10,9,17.70
12:17:00.000000000,0.97,,,0.03,SPXW__220302P04390000,7,18.90,13,19.40
12:18:00.000000000,1.00,,,,SPXW__220302P04390000,15,17.70,23,18.10
12:19:00.000000000,1.00,,,,SPXW__220302P04390000,7,18.30,13,18.80
12:20:00.000000000,1.00,,,,SPXW__220302P04390000,1,18.60,19,19.10
12:21:00.000000000,1.00,,,,SPXW__220302P04390000,12,18.30,6,18.70
12:22:00.000000000,1.00,,,,SPXW__220302P04390000,19,18.00,39,18.40
12:23:00.000000000,1.00,,,,SPXW__220302P04390000,30,19.40,6,19.80
12:24:00.000000000,1.00,,,,SPXW__220302P04390000,25,20.90,5,21.30
12:25:00.000000000,1.00,,,,SPXW__220302P04390000,21,21.70,30,22.20
12:26:00.000000000,1.00,,,,SPXW__220302P04390000,31,22.40,6,23.10
12:27:00.000000000,1.00,,,,SPXW__220302P04390000,18,21.30,22,21.80
12:28:00.000000000,1.00,,,,SPXW__220302P04390000,21,19.40,5,19.80
12:29:00.000000000,1.00,,,,SPXW__220302P04390000,12,18.60,27,19.00
12:30:00.000000000,1.00,,,,SPXW__220302P04390000,5,17.90,13,18.30
12:31:00.000000000,1.00,,,,SPXW__220302P04390000,38,17.50,6,17.90
12:32:00.000000000,1.00,,,,SPXW__220302P04390000,8,17.40,15,17.90
12:33:00.000000000,1.00,,,,SPXW__220302P04390000,46,16.70,1,17.10
12:34:00.000000000,1.00,0.00,,,SPXW__220302P04390000,49,17.00,18,17.40
12:35:00.000000000,1.00,0.00,,,SPXW__220302P04390000,24,18.50,24,18.90
12:36:00.000000000,1.00,,,,SPXW__220302P04390000,12,16.50,43,16.90
12:37:00.000000000,1.00,,,,SPXW__220302P04390000,9,16.70,2,17.00
12:38:00.000000000,0.89,0.11,,0.01,SPXW__220302P04390000,69,16.50,51,16.80
12:39:00.000000000,0.96,0.04,,,SPXW__220302P04390000,34,16.10,38,16.50
12:40:00.000000000,0.93,0.01,,0.06,SPXW__220302P04390000,9,16.80,25,17.20
12:41:00.000000000,0.98,,,0.02,SPXW__220302P04390000,39,16.30,42,16.70
12:42:00.000000000,0.76,0.05,,0.19,SPXW__220302P04390000,7,17.40,1,17.70
12:43:00.000000000,1.00,,,,SPXW__220302P04390000,7,16.70,24,17.10
12:44:00.000000000,0.95,0.05,,,SPXW__220302P04390000,1,16.00,6,16.30
12:45:00.000000000,0.77,0.23,,,SPXW__220302P04390000,105,15.90,23,16.30
12:46:00.000000000,0.74,0.26,,,SPXW__220302P04390000,50,15.40,37,15.80
12:47:00.000000000,0.96,0.00,,0.03,SPXW__220302P04390000,28,16.90,117,17.30
12:48:00.000000000,0.79,,,0.21,SPXW__220302P04390000,1,16.50,8,16.80
12:49:00.000000000,0.98,0.00,,0.01,SPXW__220302P04390000,17,16.30,34,16.70
12:50:00.000000000,0.97,,,0.03,SPXW__220302P04390000,13,19.20,13,19.80
12:51:00.000000000,1.00,0.00,,,SPXW__220302P04390000,6,19.50,33,19.90
12:52:00.000000000,1.00,,,,SPXW__220302P04390000,44,17.50,26,18.00
12:53:00.000000000,1.00,,,,SPXW__220302P04390000,9,16.10,36,16.50
12:54:00.000000000,1.00,,,,SPXW__220302P04390000,30,16.40,23,16.80
12:55:00.000000000,1.00,,,,SPXW__220302P04390000,42,17.30,7,17.70
12:56:00.000000000,0.99,0.01,,,SPXW__220302P04390000,20,18.40,30,18.90
12:57:00.000000000,0.99,0.01,,,SPXW__220302P04390000,25,17.80,21,18.30
12:58:00.000000000,1.00,,,,SPXW__220302P04390000,1,17.80,36,18.30
12:59:00.000000000,1.00,,,,SPXW__220302P04390000,7,16.30,37,16.70
13:00:00.000000000,0.76,0.21,0.01,0.03,SPXW__220302P04390000,100,15.00,2,15.30
13:01:00.000000000,0.88,0.12,,,SPXW__220302P04390000,13,13.80,5,14.10
13:02:00.000000000,1.00,0.00,,,SPXW__220302P04390000,47,12.70,12,13.00
13:03:00.000000000,0.94,0.06,,,SPXW__220302P04390000,4,12.50,4,12.80
13:04:00.000000000,0.94,0.06,,,SPXW__220302P04390000,7,11.70,32,12.00
13:05:00.000000000,1.00,,,,SPXW__220302P04390000,63,11.10,7,11.40
13:06:00.000000000,0.94,0.02,0.01,0.03,SPXW__220302P04390000,59,11.80,2,12.10
13:07:00.000000000,0.91,0.04,,0.06,SPXW__220302P04390000,9,10.70,2,10.90
13:08:00.000000000,0.85,0.14,,0.01,SPXW__220302P04390000,27,10.80,37,11.20
13:09:00.000000000,0.87,0.00,,0.13,SPXW__220302P04390000,52,11.20,9,11.50
13:10:00.000000000,0.88,0.08,,0.04,SPXW__220302P04390000,65,10.00,63,10.40
13:11:00.000000000,0.80,0.20,,,SPXW__220302P04390000,54,9.80,24,10.10
13:12:00.000000000,0.93,0.07,,,SPXW__220302P04390000,51,9.80,33,10.10
13:13:00.000000000,0.86,0.02,,0.12,SPXW__220302P04390000,19,10.60,58,10.90
13:14:00.000000000,0.79,0.21,,0.00,SPXW__220302P04390000,3,10.20,2,10.60
13:15:00.000000000,0.98,0.00,,0.01,SPXW__220302P04390000,33,10.10,44,10.40
13:16:00.000000000,0.82,0.06,0.00,0.12,SPXW__220302P04390000,60,10.30,54,10.70
13:17:00.000000000,0.82,0.10,,0.08,SPXW__220302P04390000,2,10.70,50,11.00
13:18:00.000000000,0.95,0.05,,0.00,SPXW__220302P04390000,2,10.90,20,11.20
13:19:00.000000000,1.00,,,0.00,SPXW__220302P04390000,39,11.00,18,11.30
13:20:00.000000000,0.86,0.14,,,SPXW__220302P04390000,22,10.50,43,10.80
13:21:00.000000000,0.82,0.18,,,SPXW__220302P04390000,39,10.20,61,10.50
13:22:00.000000000,0.90,,,0.10,SPXW__220302P04390000,11,11.00,15,11.30
13:23:00.000000000,0.80,0.01,,0.19,SPXW__220302P04390000,47,11.30,62,11.70
13:24:00.000000000,0.97,0.01,,0.02,SPXW__220302P04390000,2,12.20,7,12.40
13:25:00.000000000,0.86,0.06,,0.08,SPXW__220302P04390000,16,10.70,26,11.00
13:26:00.000000000,0.95,,,0.05,SPXW__220302P04390000,59,10.70,61,11.10
13:27:00.000000000,1.00,,,,SPXW__220302P04390000,13,10.90,48,11.20
13:28:00.000000000,0.98,0.02,,,SPXW__220302P04390000,29,10.60,77,11.00
13:29:00.000000000,0.98,0.02,,,SPXW__220302P04390000,13,11.30,43,11.60
13:30:00.000000000,0.96,0.04,,,SPXW__220302P04390000,23,10.00,2,10.20
13:31:00.000000000,0.55,0.45,,,SPXW__220302P04390000,31,9.50,16,9.70
13:32:00.000000000,0.69,0.21,0.02,0.08,SPXW__220302P04390000,15,9.20,100,9.50
13:33:00.000000000,0.97,0.03,,,SPXW__220302P04390000,56,8.20,54,8.50
13:34:00.000000000,0.89,0.11,,,SPXW__220302P04390000,18,8.50,34,8.70
13:35:00.000000000,0.61,0.25,0.06,0.08,SPXW__220302P04390000,23,8.70,6,8.90
13:36:00.000000000,0.74,0.08,,0.18,SPXW__220302P04390000,50,8.50,77,8.80
13:37:00.000000000,0.81,0.00,,0.19,SPXW__220302P04390000,54,8.60,87,8.90
13:38:00.000000000,0.95,0.05,,,SPXW__220302P04390000,90,8.80,87,9.20
13:39:00.000000000,0.85,0.14,,0.00,SPXW__220302P04390000,77,8.00,54,8.30
13:40:00.000000000,0.98,0.01,,0.01,SPXW__220302P04390000,90,8.80,55,9.10
13:41:00.000000000,0.86,0.04,0.02,0.09,SPXW__220302P04390000,30,9.90,4,10.10
13:42:00.000000000,0.83,0.07,0.00,0.10,SPXW__220302P04390000,82,9.30,28,9.60
13:43:00.000000000,0.75,0.25,,,SPXW__220302P04390000,17,8.60,62,8.90
13:44:00.000000000,0.92,0.05,,0.03,SPXW__220302P04390000,61,8.90,45,9.20
13:45:00.000000000,0.94,0.00,,0.05,SPXW__220302P04390000,16,9.30,17,9.50
13:46:00.000000000,0.87,0.04,,0.09,SPXW__220302P04390000,36,9.60,84,9.90
13:47:00.000000000,0.83,,,0.17,SPXW__220302P04390000,32,9.80,84,10.10
13:48:00.000000000,0.96,0.00,,0.04,SPXW__220302P04390000,57,10.30,10,10.60
13:49:00.000000000,0.85,0.12,,0.03,SPXW__220302P04390000,10,11.50,49,11.80
13:50:00.000000000,0.85,0.02,,0.13,SPXW__220302P04390000,21,11.20,15,11.50
13:51:00.000000000,1.00,,,,SPXW__220302P04390000,7,10.30,2,10.60
13:52:00.000000000,0.99,0.00,,0.01,SPXW__220302P04390000,2,9.50,35,9.70
13:53:00.000000000,0.73,0.21,,0.06,SPXW__220302P04390000,38,9.80,60,10.10
13:54:00.000000000,1.00,,,,SPXW__220302P04390000,65,9.50,2,9.80
13:55:00.000000000,1.00,0.00,,0.00,SPXW__220302P04390000,40,8.80,16,9.10
13:56:00.000000000,0.95,0.05,,,SPXW__220302P04390000,61,8.90,27,9.20
13:57:00.000000000,0.98,0.02,,,SPXW__220302P04390000,45,8.70,32,9.00
13:58:00.000000000,0.82,0.00,,0.18,SPXW__220302P04390000,31,9.50,7,9.80
13:59:00.000000000,0.83,0.17,,,SPXW__220302P04390000,1,9.70,61,9.90
14:00:00.000000000,0.93,0.03,,0.04,SPXW__220302P04390000,16,10.10,41,10.40
14:01:00.000000000,0.55,0.17,0.05,0.22,SPXW__220302P04390000,88,8.80,32,9.10
14:02:00.000000000,0.82,0.08,,0.09,SPXW__220302P04390000,13,9.00,64,9.30
14:03:00.000000000,0.95,0.05,,0.00,SPXW__220302P04390000,58,8.20,4,8.50
14:04:00.000000000,0.31,0.64,0.05,0.01,SPXW__220302P04390000,71,8.00,12,8.30
14:05:00.000000000,0.77,0.23,,,SPXW__220302P04390000,56,8.50,26,8.80
14:06:00.000000000,0.46,0.54,,,SPXW__220302P04390000,35,8.10,3,8.30
14:07:00.000000000,0.92,0.08,,,SPXW__220302P04390000,89,7.90,25,8.20
14:08:00.000000000,0.65,0.26,0.04,0.05,SPXW__220302P04390000,101,7.30,29,7.60
14:09:00.000000000,0.83,0.17,,0.00,SPXW__220302P04390000,2,8.00,11,8.30
14:10:00.000000000,1.00,,,0.00,SPXW__220302P04390000,69,7.80,41,8.10
14:11:00.000000000,0.62,0.38,,,SPXW__220302P04390000,32,7.60,17,7.80
14:12:00.000000000,0.50,0.49,,0.01,SPXW__220302P04390000,10,7.10,35,7.30
14:13:00.000000000,0.65,0.23,0.11,0.01,SPXW__220302P04390000,9,7.20,17,7.40
14:14:00.000000000,0.68,0.10,,0.22,SPXW__220302P04390000,37,8.10,46,8.40
14:15:00.000000000,0.94,0.00,,0.06,SPXW__220302P04390000,17,8.10,102,8.40
14:16:00.000000000,0.85,0.11,,0.05,SPXW__220302P04390000,40,8.00,71,8.30
14:17:00.000000000,0.91,0.03,,0.06,SPXW__220302P04390000,82,8.00,26,8.30
14:18:00.000000000,0.82,0.18,,,SPXW__220302P04390000,18,7.90,6,8.10
14:19:00.000000000,0.81,0.13,,0.06,SPXW__220302P04390000,17,7.90,82,8.10
14:20:00.000000000,0.96,0.04,,,SPXW__220302P04390000,71,7.10,18,7.30
14:21:00.000000000,0.79,0.00,,0.21,SPXW__220302P04390000,6,9.00,49,9.20
14:22:00.000000000,0.97,0.01,,0.02,SPXW__220302P04390000,86,10.00,16,10.30
14:23:00.000000000,0.92,0.08,,0.00,SPXW__220302P04390000,67,10.30,17,10.60
14:24:00.000000000,0.69,0.11,0.07,0.12,SPXW__220302P04390000,44,10.20,200,10.40
14:25:00.000000000,0.59,0.00,0.00,0.41,SPXW__220302P04390000,8,11.70,36,12.00
14:26:00.000000000,0.98,,,0.02,SPXW__220302P04390000,40,11.30,5,11.60
14:27:00.000000000,1.00,0.00,,0.00,SPXW__220302P04390000,58,12.10,31,12.50
14:28:00.000000000,0.92,0.01,,0.07,SPXW__220302P04390000,51,11.20,13,11.60
14:29:00.000000000,0.99,0.01,,0.00,SPXW__220302P04390000,69,10.70,28,11.10
14:30:00.000000000,0.84,0.05,,0.11,SPXW__220302P04390000,57,12.40,31,12.80
14:31:00.000000000,0.86,0.14,,,SPXW__220302P04390000,20,12.00,2,12.30
14:32:00.000000000,1.00,,,,SPXW__220302P04390000,60,11.20,14,11.50
14:33:00.000000000,1.00,,,0.00,SPXW__220302P04390000,43,10.60,26,10.90
14:34:00.000000000,0.85,0.15,0.00,,SPXW__220302P04390000,45,10.70,33,11.00
14:35:00.000000000,1.00,,,,SPXW__220302P04390000,39,9.30,22,9.50
14:36:00.000000000,0.93,0.07,,,SPXW__220302P04390000,5,9.30,11,9.50
14:37:00.000000000,0.98,0.02,,,SPXW__220302P04390000,10,9.20,35,9.50
14:38:00.000000000,0.95,0.05,,,SPXW__220302P04390000,2,9.80,48,10.00
14:39:00.000000000,0.76,0.12,0.02,0.10,SPXW__220302P04390000,17,9.10,48,9.40
14:40:00.000000000,0.98,0.02,,,SPXW__220302P04390000,64,8.50,23,8.80
14:41:00.000000000,0.96,0.01,,0.02,SPXW__220302P04390000,2,8.00,51,8.20
14:42:00.000000000,0.90,0.10,,,SPXW__220302P04390000,2,7.60,37,7.80
14:43:00.000000000,0.94,0.06,,,SPXW__220302P04390000,66,7.50,67,7.80
14:44:00.000000000,0.47,0.45,,0.07,SPXW__220302P04390000,14,6.90,51,7.10
14:45:00.000000000,0.95,0.00,,0.05,SPXW__220302P04390000,68,7.00,47,7.30
14:46:00.000000000,0.95,0.05,,,SPXW__220302P04390000,33,7.70,73,8.00
14:47:00.000000000,0.69,0.24,0.04,0.04,SPXW__220302P04390000,1,9.00,5,9.20
14:48:00.000000000,0.74,0.14,0.03,0.09,SPXW__220302P04390000,16,8.70,38,8.90
14:49:00.000000000,0.91,0.07,,0.03,SPXW__220302P04390000,48,8.10,55,8.40
14:50:00.000000000,0.99,0.01,,,SPXW__220302P04390000,31,6.60,10,6.80
14:51:00.000000000,1.00,,,,SPXW__220302P04390000,15,6.80,74,7.10
14:52:00.000000000,0.86,0.00,0.00,0.14,SPXW__220302P04390000,16,10.10,16,10.60
14:53:00.000000000,0.93,0.00,,0.07,SPXW__220302P04390000,36,9.30,36,9.60
14:54:00.000000000,0.72,0.01,,0.26,SPXW__220302P04390000,23,11.10,25,11.50
14:55:00.000000000,0.95,0.04,0.00,0.01,SPXW__220302P04390000,22,10.80,47,11.20
14:56:00.000000000,0.87,0.04,0.00,0.09,SPXW__220302P04390000,41,11.40,38,11.80
14:57:00.000000000,0.75,0.17,,0.08,SPXW__220302P04390000,53,11.90,23,12.30
14:58:00.000000000,0.88,0.01,,0.11,SPXW__220302P04390000,31,12.80,35,13.20
14:59:00.000000000,0.99,0.00,,0.01,SPXW__220302P04390000,9,12.00,20,12.40
15:00:00.000000000,0.92,0.04,,0.04,SPXW__220302P04390000,43,11.30,1,11.60
15:01:00.000000000,0.59,0.11,0.06,0.24,SPXW__220302P04390000,35,9.20,21,9.40
15:02:00.000000000,0.99,0.01,,0.00,SPXW__220302P04390000,30,8.60,60,8.90
15:03:00.000000000,0.96,0.04,,0.00,SPXW__220302P04390000,16,6.70,22,7.20
15:04:00.000000000,0.99,0.01,,,SPXW__220302P04390000,4,7.40,26,7.70
15:05:00.000000000,0.99,0.00,,0.00,SPXW__220302P04390000,11,7.80,28,8.10
15:06:00.000000000,0.91,0.06,,0.03,SPXW__220302P04390000,29,7.30,2,7.60
15:07:00.000000000,0.92,0.06,,0.02,SPXW__220302P04390000,67,7.40,25,7.60
15:08:00.000000000,0.82,0.07,,0.11,SPXW__220302P04390000,14,9.20,16,9.40
15:09:00.000000000,0.99,,,0.01,SPXW__220302P04390000,11,8.70,9,8.90
15:10:00.000000000,0.91,0.02,,0.07,SPXW__220302P04390000,9,8.30,16,8.50
15:11:00.000000000,0.99,0.00,,0.01,SPXW__220302P04390000,18,8.70,4,9.00
15:12:00.000000000,0.89,0.10,,0.01,SPXW__220302P04390000,26,9.30,36,9.60
15:13:00.000000000,0.83,0.17,,0.00,SPXW__220302P04390000,15,8.90,2,9.10
15:14:00.000000000,0.87,,,0.13,SPXW__220302P04390000,27,10.50,20,10.90
15:15:00.000000000,0.93,0.00,,0.06,SPXW__220302P04390000,38,11.20,13,11.60
15:16:00.000000000,0.92,0.06,,0.01,SPXW__220302P04390000,12,10.70,14,11.10
15:17:00.000000000,0.95,0.05,,0.00,SPXW__220302P04390000,28,10.00,32,10.50
15:18:00.000000000,1.00,,,,SPXW__220302P04390000,5,10.90,25,11.30
15:19:00.000000000,0.88,0.04,,0.08,SPXW__220302P04390000,14,8.70,49,9.10
15:20:00.000000000,0.90,0.00,,0.10,SPXW__220302P04390000,3,11.20,10,11.70
15:21:00.000000000,0.90,0.08,,0.02,SPXW__220302P04390000,2,8.50,2,8.80
15:22:00.000000000,0.76,0.19,0.00,0.05,SPXW__220302P04390000,15,7.60,31,8.00
15:23:00.000000000,1.00,,,0.00,SPXW__220302P04390000,2,8.10,15,8.30
15:24:00.000000000,0.95,0.01,,0.03,SPXW__220302P04390000,33,8.50,30,8.80
15:25:00.000000000,0.96,0.03,,0.01,SPXW__220302P04390000,46,8.50,44,8.90
15:26:00.000000000,0.96,0.04,,0.00,SPXW__220302P04390000,32,7.00,35,7.30
15:27:00.000000000,0.97,0.02,,0.01,SPXW__220302P04390000,11,7.40,14,7.70
15:28:00.000000000,0.98,0.02,,,SPXW__220302P04390000,14,7.10,57,7.40
15:29:00.000000000,0.84,0.03,0.02,0.11,SPXW__220302P04390000,2,6.10,28,6.30
15:30:00.000000000,0.74,0.26,,,SPXW__220302P04390000,20,5.50,17,5.70
15:31:00.000000000,0.81,0.04,0.01,0.15,SPXW__220302P04390000,64,5.40,24,5.70
15:32:00.000000000,0.73,0.01,,0.26,SPXW__220302P04390000,17,4.90,39,5.20
15:33:00.000000000,0.96,0.01,,0.04,SPXW__220302P04390000,17,4.70,79,5.00
15:34:00.000000000,0.96,0.03,,0.01,SPXW__220302P04390000,50,4.10,46,4.40
15:35:00.000000000,0.87,0.13,,0.00,SPXW__220302P04390000,45,4.00,58,4.30
15:36:00.000000000,0.56,0.43,,0.01,SPXW__220302P04390000,67,4.20,51,4.50
15:37:00.000000000,0.68,0.24,0.06,0.02,SPXW__220302P04390000,18,3.60,11,3.80
15:38:00.000000000,0.63,0.37,,,SPXW__220302P04390000,1,4.10,46,4.30
15:39:00.000000000,0.80,0.16,0.00,0.03,SPXW__220302P04390000,13,4.80,2,5.00
15:40:00.000000000,0.89,0.06,,0.05,SPXW__220302P04390000,52,4.10,13,4.40
15:41:00.000000000,0.89,0.08,,0.03,SPXW__220302P04390000,4,4.60,20,4.90
15:42:00.000000000,0.93,0.07,,,SPXW__220302P04390000,18,4.70,43,5.00
15:43:00.000000000,0.82,0.07,0.01,0.10,SPXW__220302P04390000,4,4.80,10,5.10
15:44:00.000000000,0.82,0.16,,0.02,SPXW__220302P04390000,14,4.00,14,4.30
15:45:00.000000000,0.77,0.14,0.00,0.09,SPXW__220302P04390000,1,3.30,17,3.50
15:46:00.000000000,0.64,0.31,0.00,0.04,SPXW__220302P04390000,52,2.70,24,2.95
15:47:00.000000000,0.95,0.05,,,SPXW__220302P04390000,31,3.00,24,3.30
15:48:00.000000000,0.84,0.06,,0.10,SPXW__220302P04390000,45,2.40,10,2.65
15:49:00.000000000,0.85,0.10,0.00,0.05,SPXW__220302P04390000,29,1.80,14,2.40
15:50:00.000000000,0.90,0.03,0.02,0.06,SPXW__220302P04390000,16,1.85,1,2.15
15:51:00.000000000,0.69,0.22,,0.09,SPXW__220302P04390000,31,1.25,53,1.55
15:52:00.000000000,0.93,0.01,,0.05,SPXW__220302P04390000,56,1.35,35,1.60
15:53:00.000000000,0.79,0.09,,0.12,SPXW__220302P04390000,16,1.60,1,1.80
15:54:00.000000000,0.60,0.21,0.01,0.18,SPXW__220302P04390000,31,1.50,33,1.75
15:55:00.000000000,0.81,0.07,0.01,0.11,SPXW__220302P04390000,37,3.50,2,3.60
15:56:00.000000000,0.69,0.05,0.04,0.22,SPXW__220302P04390000,9,3.70,30,4.20
15:57:00.000000000,0.62,0.10,0.02,0.26,SPXW__220302P04390000,1,5.30,1,5.90
15:58:00.000000000,0.67,0.13,0.00,0.20,SPXW__220302P04390000,1,6.00,1,6.70
15:59:00.000000000,0.53,0.11,0.25,0.11,SPXW__220302P04390000,9,3.30,1,7.00
16:00:00.000000000,,,1.00,,SPXW__220302P04390000,9,3.30,1,7.00
16:01:00.000000000,,,,,,,,,
